Pet_ID,Pet_Type,Owner_Name,Procedure,Cost_Per_Treatment,Repeat_Seen,Consultation_Time_Minutes,Date_of_Treatment,Referral_Source,Diagnosis,Main_Condition,Visits_Count,Total_Income
PET0426,Cat,Owner_74,Surgery,425,False,43,2025-03-27,Referred by Vet,Parvovirus,Genetic Disorder,4,1700
PET0545,Cat,Owner_52,Neutering,469,False,21,2025-02-19,Referred by Vet,Arthritis,Behavioral Issue,2,938
PET0648,Rabbit,Owner_21,Surgery,778,True,28,2025-02-04,Online Booking,Obesity,Preventative Care,5,3890
PET0909,Rabbit,Owner_115,Vaccination,326,True,46,2025-01-20,Referred by Vet,Parvovirus,Preventative Care,4,1304
PET0827,Cat,Owner_145,Dental Cleaning,810,False,53,2025-03-31,Referred by Vet,Arthritis,Behavioral Issue,5,4050
PET0072,Rabbit,Owner_46,Dental Cleaning,725,False,58,2025-02-12,Emergency,Ear Infection,Trauma,3,2175
PET0166,Dog,Owner_102,Dental Cleaning,443,False,26,2025-02-20,Online Booking,Ear Infection,Infectious Disease,3,1329
PET0308,Bird,Owner_9,Neutering,918,False,19,2025-03-15,Online Booking,Skin Infection,Infectious Disease,4,3672
PET0749,Rabbit,Owner_173,Dental Cleaning,506,True,58,2025-01-01,Online Booking,Dental Disease,Preventative Care,5,2530
PET0570,Cat,Owner_49,Checkup,969,False,56,2025-03-07,Referred by Vet,Dental Disease,Infectious Disease,5,4845
PET0289,Cat,Owner_95,Surgery,241,True,21,2025-03-04,Emergency,Ear Infection,Infectious Disease,5,1205
PET0125,Bird,Owner_77,Deworming,788,True,25,2025-03-03,Online Booking,Obesity,Trauma,2,1576
PET0689,Rabbit,Owner_31,Checkup,738,True,33,2025-02-25,Walk-in,Skin Infection,Genetic Disorder,3,2214
PET0700,Rabbit,Owner_187,Deworming,148,True,28,2025-02-21,Online Booking,Obesity,Infectious Disease,5,740
PET0943,Cat,Owner_172,Vaccination,597,False,17,2025-01-09,Emergency,Obesity,Genetic Disorder,5,2985
PET0501,Bird,Owner_111,Checkup,145,True,40,2025-03-11,Online Booking,Ear Infection,Behavioral Issue,2,290
PET0494,Cat,Owner_183,Neutering,713,False,30,2025-01-29,Emergency,Arthritis,Genetic Disorder,2,1426
PET0081,Rabbit,Owner_149,Deworming,712,True,26,2025-01-01,Online Booking,Dental Disease,Chronic Disease,5,3560
PET0040,Bird,Owner_84,Surgery,239,True,32,2025-02-19,Emergency,Arthritis,Preventative Care,1,239
PET0433,Rabbit,Owner_65,Surgery,785,False,46,2025-03-30,Online Booking,Ear Infection,Genetic Disorder,5,3925
PET0323,Bird,Owner_84,Deworming,86,True,25,2025-03-03,Walk-in,Arthritis,Chronic Disease,5,430
PET0251,Rabbit,Owner_145,Checkup,829,False,15,2025-01-16,Emergency,Skin Infection,Behavioral Issue,2,1658
PET0092,Rabbit,Owner_55,Dental Cleaning,418,True,17,2025-03-14,Referred by Vet,Parvovirus,Genetic Disorder,2,836
PET0962,Dog,Owner_16,Deworming,744,False,34,2025-03-10,Online Booking,Skin Infection,Preventative Care,5,3720
PET0836,Cat,Owner_75,Deworming,574,False,27,2025-02-15,Referred by Vet,Obesity,Chronic Disease,5,2870
PET0576,Bird,Owner_101,Neutering,328,True,34,2025-02-12,Online Booking,Parvovirus,Trauma,5,1640
PET0951,Bird,Owner_181,Surgery,266,True,21,2025-03-29,Walk-in,Dental Disease,Behavioral Issue,2,532
PET1000,Bird,Owner_36,Dental Cleaning,916,True,24,2025-02-08,Online Booking,Parvovirus,Behavioral Issue,5,4580
PET0673,Rabbit,Owner_161,Deworming,922,False,35,2025-02-21,Online Booking,Dental Disease,Genetic Disorder,5,4610
PET0270,Rabbit,Owner_197,Checkup,847,False,50,2025-01-08,Referred by Vet,Dental Disease,Chronic Disease,4,3388
PET0041,Rabbit,Owner_191,Neutering,322,True,54,2025-03-22,Online Booking,Arthritis,Behavioral Issue,1,322
PET0757,Dog,Owner_14,Checkup,930,False,35,2025-03-24,Referred by Vet,Dental Disease,Behavioral Issue,3,2790
PET0471,Rabbit,Owner_94,Neutering,111,True,56,2025-01-12,Online Booking,Obesity,Trauma,1,111
PET0652,Rabbit,Owner_57,Vaccination,645,True,41,2025-02-16,Referred by Vet,Ear Infection,Chronic Disease,4,2580
PET0917,Bird,Owner_169,Deworming,929,True,19,2025-03-10,Walk-in,Dental Disease,Infectious Disease,3,2787
PET0182,Dog,Owner_66,Dental Cleaning,778,False,25,2025-02-13,Online Booking,Obesity,Infectious Disease,5,3890
PET0586,Rabbit,Owner_111,Surgery,391,False,16,2025-01-11,Walk-in,Dental Disease,Genetic Disorder,4,1564
PET0635,Dog,Owner_2,Deworming,446,False,26,2025-02-28,Walk-in,Dental Disease,Behavioral Issue,5,2230
PET0492,Bird,Owner_41,Dental Cleaning,748,True,32,2025-02-07,Online Booking,Ear Infection,Infectious Disease,2,1496
PET0092,Dog,Owner_113,Deworming,68,False,35,2025-03-24,Online Booking,Skin Infection,Infectious Disease,4,272
PET0348,Dog,Owner_61,Surgery,226,False,30,2025-01-26,Emergency,Parvovirus,Genetic Disorder,2,452
PET0334,Cat,Owner_125,Vaccination,661,True,31,2025-01-23,Online Booking,Parvovirus,Preventative Care,4,2644
PET0671,Dog,Owner_93,Vaccination,445,True,16,2025-03-12,Online Booking,Parvovirus,Trauma,4,1780
PET0858,Rabbit,Owner_119,Checkup,494,False,23,2025-01-06,Referred by Vet,Dental Disease,Behavioral Issue,2,988
PET0330,Cat,Owner_99,Checkup,282,True,24,2025-02-19,Walk-in,Dental Disease,Behavioral Issue,3,846
PET0694,Bird,Owner_155,Deworming,964,True,16,2025-03-26,Online Booking,Arthritis,Trauma,1,964
PET0289,Bird,Owner_40,Neutering,125,False,18,2025-01-25,Online Booking,Obesity,Preventative Care,5,625
PET0946,Bird,Owner_181,Vaccination,314,False,57,2025-02-08,Online Booking,Parvovirus,Genetic Disorder,4,1256
PET0814,Rabbit,Owner_153,Surgery,504,True,17,2025-03-31,Referred by Vet,Parvovirus,Trauma,5,2520
PET0551,Dog,Owner_50,Checkup,845,False,59,2025-02-19,Referred by Vet,Dental Disease,Preventative Care,2,1690
PET0455,Dog,Owner_2,Deworming,767,True,32,2025-01-14,Online Booking,Dental Disease,Behavioral Issue,5,3835
PET0315,Dog,Owner_83,Checkup,784,False,38,2025-03-22,Emergency,Ear Infection,Behavioral Issue,2,1568
PET0324,Cat,Owner_47,Surgery,433,True,27,2025-03-30,Online Booking,Obesity,Genetic Disorder,5,2165
PET0971,Rabbit,Owner_70,Deworming,613,True,40,2025-02-15,Online Booking,Skin Infection,Trauma,1,613
PET0405,Rabbit,Owner_168,Checkup,900,False,39,2025-03-04,Online Booking,Arthritis,Preventative Care,1,900
PET0515,Cat,Owner_176,Vaccination,555,True,48,2025-01-11,Emergency,Dental Disease,Behavioral Issue,1,555
PET0989,Dog,Owner_191,Neutering,416,True,44,2025-03-22,Emergency,Parvovirus,Genetic Disorder,1,416
PET0658,Bird,Owner_1,Dental Cleaning,193,True,27,2025-02-26,Referred by Vet,Ear Infection,Genetic Disorder,1,193
PET0543,Cat,Owner_132,Vaccination,934,True,51,2025-01-25,Emergency,Ear Infection,Genetic Disorder,1,934
PET0414,Cat,Owner_170,Vaccination,118,True,48,2025-01-18,Online Booking,Parvovirus,Genetic Disorder,2,236
PET0188,Bird,Owner_146,Checkup,148,False,26,2025-01-05,Emergency,Obesity,Chronic Disease,4,592
PET0362,Rabbit,Owner_21,Surgery,445,True,23,2025-01-25,Referred by Vet,Skin Infection,Genetic Disorder,5,2225
PET0757,Rabbit,Owner_106,Surgery,74,False,40,2025-01-04,Walk-in,Obesity,Behavioral Issue,1,74
PET0626,Rabbit,Owner_48,Dental Cleaning,997,False,33,2025-03-17,Walk-in,Parvovirus,Genetic Disorder,2,1994
PET0760,Rabbit,Owner_99,Dental Cleaning,940,False,44,2025-01-31,Emergency,Ear Infection,Behavioral Issue,2,1880
PET0204,Dog,Owner_12,Neutering,518,False,53,2025-03-04,Emergency,Dental Disease,Preventative Care,2,1036
PET0550,Dog,Owner_200,Surgery,533,False,54,2025-02-19,Online Booking,Dental Disease,Preventative Care,4,2132
PET0928,Rabbit,Owner_143,Neutering,614,False,43,2025-01-09,Walk-in,Obesity,Preventative Care,5,3070
PET0439,Dog,Owner_19,Vaccination,200,False,12,2025-03-11,Referred by Vet,Arthritis,Behavioral Issue,4,800
PET0699,Bird,Owner_185,Checkup,193,True,46,2025-03-24,Emergency,Ear Infection,Genetic Disorder,3,579
PET0122,Cat,Owner_180,Surgery,618,False,52,2025-02-09,Referred by Vet,Ear Infection,Behavioral Issue,2,1236
PET0974,Cat,Owner_104,Surgery,88,True,49,2025-03-05,Walk-in,Ear Infection,Preventative Care,3,264
PET0609,Dog,Owner_141,Surgery,158,True,35,2025-03-10,Walk-in,Ear Infection,Chronic Disease,1,158
PET0240,Rabbit,Owner_75,Checkup,742,False,32,2025-02-27,Emergency,Ear Infection,Infectious Disease,1,742
PET0159,Cat,Owner_195,Surgery,91,False,53,2025-01-03,Online Booking,Parvovirus,Behavioral Issue,4,364
PET0551,Cat,Owner_17,Checkup,235,True,48,2025-01-05,Online Booking,Parvovirus,Preventative Care,5,1175
PET0553,Bird,Owner_20,Vaccination,984,True,24,2025-02-13,Online Booking,Ear Infection,Behavioral Issue,3,2952
PET0094,Bird,Owner_27,Deworming,447,False,58,2025-01-08,Online Booking,Obesity,Trauma,5,2235
PET0993,Cat,Owner_164,Vaccination,272,False,13,2025-02-13,Emergency,Dental Disease,Trauma,4,1088
PET0913,Dog,Owner_15,Checkup,683,False,38,2025-01-06,Online Booking,Skin Infection,Trauma,1,683
PET0462,Rabbit,Owner_114,Dental Cleaning,182,True,31,2025-02-21,Referred by Vet,Skin Infection,Infectious Disease,5,910
PET0118,Cat,Owner_87,Vaccination,212,True,34,2025-01-16,Referred by Vet,Arthritis,Behavioral Issue,5,1060
PET0833,Bird,Owner_193,Checkup,264,True,22,2025-01-28,Emergency,Ear Infection,Chronic Disease,1,264
PET0499,Bird,Owner_48,Neutering,782,False,27,2025-03-25,Referred by Vet,Dental Disease,Preventative Care,3,2346
PET0717,Bird,Owner_53,Neutering,284,False,42,2025-03-27,Emergency,Parvovirus,Genetic Disorder,1,284
PET0509,Bird,Owner_64,Surgery,892,True,25,2025-03-08,Online Booking,Arthritis,Infectious Disease,5,4460
PET0274,Cat,Owner_161,Neutering,707,False,54,2025-02-28,Online Booking,Dental Disease,Chronic Disease,3,2121
PET0835,Cat,Owner_141,Surgery,800,True,51,2025-03-28,Walk-in,Arthritis,Chronic Disease,3,2400
PET0981,Rabbit,Owner_148,Vaccination,637,True,53,2025-03-10,Referred by Vet,Obesity,Chronic Disease,1,637
PET0244,Cat,Owner_64,Neutering,58,False,11,2025-01-20,Walk-in,Dental Disease,Genetic Disorder,5,290
PET0552,Cat,Owner_55,Checkup,123,False,44,2025-03-16,Online Booking,Parvovirus,Preventative Care,4,492
PET0384,Cat,Owner_15,Surgery,541,False,51,2025-01-30,Online Booking,Obesity,Chronic Disease,5,2705
PET0922,Cat,Owner_41,Deworming,962,True,43,2025-01-10,Online Booking,Ear Infection,Chronic Disease,2,1924
PET0509,Dog,Owner_156,Vaccination,302,False,39,2025-01-05,Walk-in,Ear Infection,Behavioral Issue,4,1208
PET0880,Rabbit,Owner_117,Checkup,279,False,22,2025-01-19,Online Booking,Ear Infection,Preventative Care,3,837
PET0865,Bird,Owner_32,Deworming,568,True,22,2025-03-04,Online Booking,Ear Infection,Genetic Disorder,4,2272
PET0277,Rabbit,Owner_33,Checkup,223,False,27,2025-03-25,Emergency,Dental Disease,Infectious Disease,3,669
PET0791,Dog,Owner_94,Checkup,702,False,41,2025-01-03,Emergency,Parvovirus,Trauma,3,2106
PET0415,Rabbit,Owner_82,Neutering,217,True,41,2025-03-02,Online Booking,Skin Infection,Preventative Care,4,868
PET0935,Rabbit,Owner_108,Deworming,219,False,44,2025-03-21,Online Booking,Arthritis,Trauma,3,657
PET0508,Dog,Owner_193,Surgery,442,False,48,2025-01-06,Walk-in,Parvovirus,Trauma,3,1326
PET0821,Rabbit,Owner_42,Surgery,995,True,55,2025-02-01,Emergency,Arthritis,Preventative Care,2,1990
PET0283,Rabbit,Owner_62,Vaccination,844,False,38,2025-03-31,Walk-in,Obesity,Chronic Disease,5,4220
PET0299,Rabbit,Owner_54,Vaccination,683,False,58,2025-03-25,Referred by Vet,Arthritis,Trauma,5,3415
PET0587,Dog,Owner_24,Surgery,243,True,38,2025-01-17,Referred by Vet,Arthritis,Infectious Disease,2,486
PET0999,Cat,Owner_32,Surgery,566,True,53,2025-01-02,Referred by Vet,Skin Infection,Behavioral Issue,4,2264
PET0490,Rabbit,Owner_138,Deworming,78,False,25,2025-01-23,Walk-in,Skin Infection,Chronic Disease,1,78
PET0149,Dog,Owner_166,Dental Cleaning,214,False,53,2025-03-22,Referred by Vet,Dental Disease,Trauma,1,214
PET0539,Bird,Owner_140,Checkup,471,False,56,2025-01-07,Online Booking,Skin Infection,Infectious Disease,1,471
PET0346,Dog,Owner_9,Deworming,388,False,19,2025-02-09,Walk-in,Obesity,Trauma,2,776
PET0552,Rabbit,Owner_168,Neutering,697,True,39,2025-01-13,Emergency,Obesity,Infectious Disease,2,1394
PET0544,Bird,Owner_66,Neutering,545,True,34,2025-02-28,Referred by Vet,Skin Infection,Preventative Care,3,1635
PET0456,Cat,Owner_19,Surgery,414,True,48,2025-03-20,Online Booking,Dental Disease,Infectious Disease,1,414
PET0322,Bird,Owner_50,Surgery,882,False,29,2025-01-22,Referred by Vet,Skin Infection,Infectious Disease,4,3528
PET0189,Bird,Owner_72,Vaccination,391,False,14,2025-03-17,Emergency,Ear Infection,Trauma,4,1564
PET0698,Cat,Owner_103,Dental Cleaning,549,False,10,2025-01-09,Walk-in,Arthritis,Infectious Disease,1,549
PET0572,Dog,Owner_136,Deworming,706,True,39,2025-01-14,Emergency,Parvovirus,Preventative Care,1,706
PET0234,Bird,Owner_53,Dental Cleaning,560,False,58,2025-01-15,Walk-in,Dental Disease,Chronic Disease,1,560
PET0776,Cat,Owner_199,Dental Cleaning,376,True,12,2025-03-05,Online Booking,Dental Disease,Trauma,2,752
PET0044,Rabbit,Owner_7,Checkup,266,True,54,2025-03-18,Online Booking,Ear Infection,Chronic Disease,2,532
PET0745,Bird,Owner_81,Deworming,350,False,23,2025-03-20,Referred by Vet,Skin Infection,Trauma,2,700
PET0706,Dog,Owner_91,Deworming,181,False,39,2025-01-29,Referred by Vet,Dental Disease,Chronic Disease,5,905
PET0812,Rabbit,Owner_150,Deworming,853,True,59,2025-01-09,Walk-in,Ear Infection,Genetic Disorder,4,3412
PET0387,Rabbit,Owner_50,Deworming,119,False,13,2025-01-26,Online Booking,Arthritis,Infectious Disease,4,476
PET0664,Rabbit,Owner_93,Neutering,301,True,27,2025-02-24,Emergency,Ear Infection,Trauma,3,903
PET0821,Bird,Owner_161,Surgery,464,True,46,2025-02-13,Online Booking,Skin Infection,Behavioral Issue,2,928
PET0981,Bird,Owner_28,Dental Cleaning,836,False,34,2025-03-28,Referred by Vet,Arthritis,Infectious Disease,5,4180
PET0496,Dog,Owner_3,Vaccination,494,True,57,2025-02-21,Emergency,Parvovirus,Trauma,5,2470
PET0038,Bird,Owner_167,Vaccination,925,False,10,2025-02-11,Referred by Vet,Parvovirus,Trauma,4,3700
PET0503,Dog,Owner_197,Checkup,231,True,55,2025-01-16,Referred by Vet,Skin Infection,Trauma,2,462
PET0591,Bird,Owner_27,Neutering,216,False,24,2025-03-29,Walk-in,Skin Infection,Behavioral Issue,3,648
PET0870,Bird,Owner_165,Dental Cleaning,140,False,18,2025-03-15,Referred by Vet,Arthritis,Chronic Disease,2,280
PET0875,Cat,Owner_75,Vaccination,763,False,24,2025-03-11,Referred by Vet,Skin Infection,Chronic Disease,1,763
PET0441,Cat,Owner_127,Surgery,907,True,58,2025-01-18,Emergency,Arthritis,Infectious Disease,2,1814
PET0526,Bird,Owner_129,Vaccination,580,False,33,2025-02-11,Online Booking,Skin Infection,Trauma,1,580
PET0457,Bird,Owner_117,Surgery,88,True,13,2025-01-28,Referred by Vet,Skin Infection,Genetic Disorder,1,88
PET0723,Bird,Owner_52,Deworming,175,True,21,2025-01-06,Emergency,Skin Infection,Behavioral Issue,3,525
PET0410,Bird,Owner_163,Dental Cleaning,500,True,46,2025-03-17,Referred by Vet,Obesity,Infectious Disease,4,2000
PET0655,Dog,Owner_5,Neutering,222,True,46,2025-01-23,Walk-in,Dental Disease,Chronic Disease,2,444
PET0155,Rabbit,Owner_13,Surgery,702,False,52,2025-02-12,Walk-in,Skin Infection,Trauma,1,702
PET0470,Dog,Owner_181,Dental Cleaning,803,True,15,2025-01-09,Referred by Vet,Dental Disease,Preventative Care,2,1606
PET0970,Bird,Owner_89,Surgery,269,True,48,2025-01-16,Emergency,Dental Disease,Chronic Disease,4,1076
PET0339,Cat,Owner_26,Surgery,687,True,55,2025-02-05,Emergency,Arthritis,Trauma,4,2748
PET0693,Bird,Owner_182,Neutering,107,False,33,2025-01-19,Emergency,Skin Infection,Preventative Care,5,535
PET0650,Rabbit,Owner_166,Dental Cleaning,709,False,20,2025-02-23,Emergency,Parvovirus,Genetic Disorder,4,2836
PET0852,Cat,Owner_67,Neutering,525,False,22,2025-01-22,Emergency,Ear Infection,Genetic Disorder,3,1575
PET0853,Bird,Owner_9,Vaccination,505,True,43,2025-03-31,Referred by Vet,Arthritis,Chronic Disease,1,505
PET0860,Bird,Owner_93,Dental Cleaning,878,False,34,2025-02-17,Walk-in,Arthritis,Genetic Disorder,5,4390
PET0381,Cat,Owner_34,Dental Cleaning,944,False,16,2025-03-12,Walk-in,Obesity,Behavioral Issue,3,2832
PET0317,Dog,Owner_115,Checkup,410,False,13,2025-01-22,Referred by Vet,Ear Infection,Preventative Care,2,820
PET0719,Dog,Owner_165,Neutering,984,True,17,2025-02-26,Walk-in,Parvovirus,Behavioral Issue,1,984
PET0760,Dog,Owner_79,Deworming,50,True,29,2025-02-01,Online Booking,Parvovirus,Behavioral Issue,4,200
PET0873,Cat,Owner_6,Vaccination,436,True,38,2025-03-16,Online Booking,Parvovirus,Trauma,1,436
PET0036,Cat,Owner_137,Checkup,397,True,54,2025-01-06,Online Booking,Dental Disease,Infectious Disease,2,794
PET0069,Dog,Owner_35,Deworming,239,True,55,2025-01-18,Online Booking,Dental Disease,Infectious Disease,5,1195
PET0632,Rabbit,Owner_43,Neutering,554,True,19,2025-01-13,Emergency,Dental Disease,Infectious Disease,5,2770
PET0921,Bird,Owner_38,Neutering,240,False,52,2025-03-22,Emergency,Dental Disease,Infectious Disease,5,1200
PET0998,Rabbit,Owner_56,Dental Cleaning,557,True,43,2025-03-20,Walk-in,Obesity,Preventative Care,4,2228
PET0747,Bird,Owner_177,Surgery,418,True,35,2025-02-18,Referred by Vet,Obesity,Genetic Disorder,3,1254
PET0434,Dog,Owner_7,Dental Cleaning,458,False,50,2025-01-21,Emergency,Dental Disease,Chronic Disease,3,1374
PET0099,Bird,Owner_124,Surgery,873,False,58,2025-01-03,Referred by Vet,Obesity,Genetic Disorder,1,873
PET0634,Bird,Owner_50,Deworming,978,False,12,2025-03-04,Referred by Vet,Ear Infection,Trauma,4,3912
PET0873,Bird,Owner_60,Deworming,983,False,15,2025-01-11,Referred by Vet,Ear Infection,Behavioral Issue,5,4915
PET0444,Rabbit,Owner_83,Vaccination,166,False,14,2025-01-01,Online Booking,Obesity,Genetic Disorder,5,830
PET0695,Dog,Owner_111,Surgery,183,False,14,2025-01-01,Emergency,Obesity,Trauma,2,366
PET0904,Rabbit,Owner_13,Dental Cleaning,107,False,56,2025-01-23,Emergency,Ear Infection,Chronic Disease,2,214
PET0046,Dog,Owner_56,Deworming,605,True,32,2025-01-12,Referred by Vet,Parvovirus,Trauma,5,3025
PET0797,Dog,Owner_28,Vaccination,734,False,58,2025-03-25,Emergency,Dental Disease,Genetic Disorder,5,3670
PET0294,Cat,Owner_40,Vaccination,721,True,18,2025-03-17,Online Booking,Obesity,Chronic Disease,4,2884
PET0375,Dog,Owner_177,Vaccination,222,False,44,2025-02-06,Online Booking,Obesity,Infectious Disease,3,666
PET0146,Cat,Owner_106,Surgery,878,False,29,2025-02-23,Walk-in,Skin Infection,Preventative Care,2,1756
PET0532,Dog,Owner_127,Vaccination,864,True,58,2025-03-30,Referred by Vet,Skin Infection,Chronic Disease,3,2592
PET0566,Bird,Owner_161,Surgery,198,False,51,2025-03-02,Emergency,Arthritis,Genetic Disorder,4,792
PET0793,Bird,Owner_159,Neutering,129,False,44,2025-03-30,Walk-in,Arthritis,Behavioral Issue,5,645
PET0170,Cat,Owner_198,Surgery,935,False,59,2025-01-17,Walk-in,Skin Infection,Behavioral Issue,3,2805
PET0079,Rabbit,Owner_157,Deworming,262,False,27,2025-01-27,Walk-in,Arthritis,Chronic Disease,5,1310
PET0871,Dog,Owner_72,Surgery,252,True,26,2025-01-19,Walk-in,Obesity,Genetic Disorder,5,1260
PET0620,Rabbit,Owner_109,Surgery,813,True,33,2025-03-23,Online Booking,Parvovirus,Chronic Disease,1,813
PET0241,Rabbit,Owner_97,Deworming,278,True,12,2025-02-04,Online Booking,Skin Infection,Genetic Disorder,3,834
PET0913,Dog,Owner_183,Neutering,725,True,41,2025-03-08,Emergency,Dental Disease,Genetic Disorder,3,2175
PET0144,Dog,Owner_101,Checkup,276,False,44,2025-02-27,Online Booking,Obesity,Genetic Disorder,5,1380
PET0462,Cat,Owner_78,Neutering,708,True,47,2025-02-22,Referred by Vet,Skin Infection,Preventative Care,4,2832
PET0254,Cat,Owner_36,Dental Cleaning,581,True,22,2025-01-31,Online Booking,Arthritis,Chronic Disease,1,581
PET0256,Rabbit,Owner_64,Checkup,490,False,56,2025-01-23,Emergency,Obesity,Behavioral Issue,5,2450
PET0010,Bird,Owner_44,Checkup,451,True,34,2025-03-20,Online Booking,Obesity,Preventative Care,2,902
PET0805,Rabbit,Owner_180,Dental Cleaning,96,False,18,2025-03-30,Referred by Vet,Obesity,Preventative Care,2,192
PET0902,Cat,Owner_156,Neutering,282,True,13,2025-01-05,Referred by Vet,Skin Infection,Chronic Disease,1,282
PET0678,Dog,Owner_12,Surgery,354,False,23,2025-03-18,Online Booking,Obesity,Infectious Disease,4,1416
PET0158,Bird,Owner_199,Neutering,575,True,46,2025-01-24,Referred by Vet,Dental Disease,Infectious Disease,5,2875
PET0442,Cat,Owner_106,Surgery,192,False,43,2025-03-05,Online Booking,Dental Disease,Behavioral Issue,3,576
PET0346,Rabbit,Owner_154,Surgery,464,True,20,2025-03-20,Online Booking,Obesity,Behavioral Issue,1,464
PET0588,Dog,Owner_200,Deworming,562,False,50,2025-01-12,Walk-in,Obesity,Trauma,4,2248
PET0639,Dog,Owner_195,Checkup,422,False,12,2025-03-22,Online Booking,Dental Disease,Preventative Care,3,1266
PET0425,Dog,Owner_21,Surgery,615,False,37,2025-02-08,Emergency,Skin Infection,Infectious Disease,2,1230
PET0251,Rabbit,Owner_132,Vaccination,935,True,38,2025-02-14,Online Booking,Arthritis,Infectious Disease,2,1870
PET0846,Rabbit,Owner_54,Surgery,308,True,18,2025-02-23,Walk-in,Skin Infection,Trauma,3,924
PET0200,Cat,Owner_164,Neutering,705,True,12,2025-01-01,Walk-in,Arthritis,Chronic Disease,1,705
PET0385,Rabbit,Owner_184,Dental Cleaning,520,True,34,2025-03-13,Walk-in,Parvovirus,Preventative Care,2,1040
PET0484,Cat,Owner_12,Deworming,61,False,43,2025-01-31,Walk-in,Ear Infection,Chronic Disease,5,305
PET0238,Rabbit,Owner_200,Surgery,379,False,21,2025-01-25,Referred by Vet,Parvovirus,Trauma,3,1137
PET0572,Rabbit,Owner_44,Deworming,785,True,51,2025-01-16,Emergency,Obesity,Trauma,3,2355
PET0575,Dog,Owner_170,Checkup,833,True,18,2025-03-09,Referred by Vet,Ear Infection,Preventative Care,2,1666
PET0993,Dog,Owner_160,Neutering,407,True,24,2025-01-13,Online Booking,Skin Infection,Preventative Care,1,407
PET0296,Bird,Owner_71,Neutering,457,False,49,2025-03-21,Online Booking,Skin Infection,Chronic Disease,5,2285
PET0978,Bird,Owner_168,Dental Cleaning,717,False,34,2025-02-16,Walk-in,Obesity,Chronic Disease,1,717
PET0659,Dog,Owner_170,Neutering,422,False,14,2025-03-11,Referred by Vet,Skin Infection,Chronic Disease,4,1688
PET0275,Cat,Owner_36,Vaccination,57,False,20,2025-03-06,Emergency,Obesity,Trauma,4,228
PET0566,Rabbit,Owner_119,Neutering,171,True,43,2025-01-29,Referred by Vet,Arthritis,Trauma,2,342
PET0686,Dog,Owner_162,Vaccination,397,True,33,2025-03-01,Referred by Vet,Dental Disease,Chronic Disease,2,794
PET0745,Rabbit,Owner_140,Dental Cleaning,725,True,24,2025-03-22,Online Booking,Parvovirus,Infectious Disease,2,1450
PET0050,Dog,Owner_183,Deworming,139,True,47,2025-03-26,Online Booking,Obesity,Infectious Disease,4,556
PET0607,Rabbit,Owner_6,Neutering,697,False,17,2025-01-27,Walk-in,Ear Infection,Infectious Disease,1,697
PET0497,Rabbit,Owner_141,Neutering,747,True,14,2025-02-05,Walk-in,Parvovirus,Genetic Disorder,1,747
PET0905,Rabbit,Owner_190,Neutering,365,False,57,2025-01-07,Online Booking,Ear Infection,Chronic Disease,2,730
PET0287,Dog,Owner_113,Vaccination,227,False,35,2025-01-25,Walk-in,Dental Disease,Trauma,5,1135
PET0799,Cat,Owner_113,Deworming,589,False,27,2025-01-15,Walk-in,Arthritis,Behavioral Issue,1,589
PET0608,Rabbit,Owner_38,Dental Cleaning,781,True,15,2025-01-20,Emergency,Arthritis,Infectious Disease,4,3124
PET0353,Dog,Owner_198,Checkup,918,True,46,2025-03-29,Referred by Vet,Arthritis,Chronic Disease,3,2754
PET0637,Dog,Owner_177,Surgery,90,False,57,2025-03-02,Online Booking,Ear Infection,Behavioral Issue,3,270
PET0621,Rabbit,Owner_99,Checkup,789,False,22,2025-03-05,Emergency,Ear Infection,Trauma,3,2367
PET0678,Dog,Owner_62,Deworming,753,False,37,2025-01-23,Emergency,Dental Disease,Chronic Disease,5,3765
PET0721,Rabbit,Owner_99,Dental Cleaning,972,False,14,2025-01-21,Online Booking,Skin Infection,Infectious Disease,2,1944
PET0660,Bird,Owner_19,Surgery,551,True,22,2025-03-27,Emergency,Arthritis,Infectious Disease,4,2204
PET0839,Cat,Owner_47,Dental Cleaning,194,False,26,2025-01-06,Emergency,Dental Disease,Preventative Care,5,970
PET0629,Rabbit,Owner_44,Surgery,250,True,59,2025-01-07,Referred by Vet,Parvovirus,Behavioral Issue,4,1000
PET0904,Cat,Owner_106,Neutering,978,False,49,2025-03-24,Walk-in,Arthritis,Chronic Disease,4,3912
PET0647,Dog,Owner_1,Surgery,773,True,54,2025-02-16,Online Booking,Skin Infection,Genetic Disorder,2,1546
PET0309,Cat,Owner_184,Deworming,510,True,41,2025-02-06,Emergency,Ear Infection,Trauma,3,1530
PET0441,Bird,Owner_41,Surgery,781,False,38,2025-01-27,Online Booking,Parvovirus,Genetic Disorder,2,1562
PET0580,Rabbit,Owner_27,Neutering,801,True,12,2025-02-25,Walk-in,Parvovirus,Preventative Care,5,4005
PET0733,Cat,Owner_144,Deworming,974,False,49,2025-02-02,Emergency,Arthritis,Trauma,5,4870
PET0091,Bird,Owner_184,Surgery,958,True,43,2025-02-12,Emergency,Parvovirus,Preventative Care,5,4790
PET0296,Rabbit,Owner_169,Neutering,607,True,49,2025-03-20,Referred by Vet,Obesity,Chronic Disease,2,1214
PET0748,Rabbit,Owner_65,Deworming,596,True,36,2025-02-28,Emergency,Skin Infection,Trauma,4,2384
